TIPO_ENTIDAD,COD_ENTIDAD,RAZON_SOCIAL,DIRECCION,CIUDAD,NUMEROIDENTIFICACION,NOMBREPUBLICOCARGO,REPRESENTANTE_LEGAL,EMAILPRINCIPAL,URIPAGINAWEB
5,64,"S3 CACEIS COLOMBIA S.A. SOCIEDAD FIDUCIARIA (en adelante para los efectos de los presentes estatutos la Fiduciaria), pudiendo identificar sus oficinas, productos o servicios con el nombre comercial de S3 CACEIS",Calle 93 A No. 13-24 Oficina 301,BOGOTÁ D.C.,9011087651,Presidente Ejecutivo,MARÍA SUSANA MONTERO PINILLA,spulido@santander.com.co,Pendiente
5,65,ASHMORE INVESTMENT ADVISORS S.A. SOCIEDAD FIDUCIARIA,Carrera 7 No. 75-66 Piso 7,BOGOTÁ D.C.,9012806244,Gerente General,FELIPE GÓMEZ BRIDGE,riesgooperativosfc@ashmoregroup.com.co,Pendiente
6,5,ALMACENES GENERALES DE DEPOSITO ALMAVIVA S.A.,Carrera 7 No. 71 - 21 Edificio Avenida Chile Torre B oficina 201 A,BOGOTÁ D.C.,8600021538,Presidente encargado,CAMILO CORTÉS DUARTE,notificaciones@almaviva.com.co,Pendiente
6,6,ALPOPULAR  ALMACÉN GENERAL DE DEPÓSITOS S.A. quien podrá utilizar su denominación social completa o únicamente el nombre de ALPOPULAR S.A.,"Carrera 69 No.25B-44, Edificio World Business Port WBP, Oficina 510",BOGOTÁ D.C.,8600203824,Gerente General,MARIO NELSON VALBUENA RUIZ,servicios@alpopular.com.co,www.alpopular.com.co
6,12,ALMACENES GENERALES DE DEPOSITO DE CAFÉ S.A. ALMACAFE,Calle 73 No. 8-13 Torre B Piso 6 Edificio Federación Nacional de Cafeteros,BOGOTÁ D.C.,8600109734,Gerente General,IVAN ANDRÉS GALINDO HERNÁNDEZ,octavio.castilla@almacafe.com.co,Pendiente
10,2,CAPITALIZADORA BOLIVAR S.A.,Avenida El dorado No. 68 B 31 Piso 10,BOGOTÁ D.C.,8600063596,Presidente,ÁLVARO ALBERTO CARRILLO BUITRAGO,companiadesegurosbolivar@com.co,www.segurosbolivar.com
10,3,"CAPITALIZADORA COLMENA S.A., pero podrá actuar también bajo el nombre de COLMENA CAPITALIZADORA y podrá utilizar la expresión COLMENA como parte de su denominación.","Avenida El Dorado No. 69C-03 Piso 6, Torre A, Capital Center II",BOGOTÁ D.C.,8903003832,Presidente,Andrés David Mendoza Ochoa,andres_prieto@fundacion-social.com.co,www.capitalizadoracolmena.com
11,13,PROSEGUROS CORREDORES DE SEGUROS S.A.Sigla: PROSEGUROS S.A.,"Avenida Carrera 45 No.102-10, Piso 6",BOGOTÁ D.C.,8600248586,Presidente,NATALIA MILENA TORRES GÓMEZ,jairo.rojas@howdengroup.com,www.proseguros.com.co
11,31,ARESS CORREDORES DE SEGUROS S.A.,Calle 52 No. 47 - 42 Edificio Coltejer Piso 20,MEDELLIN,8909060252,Gerente,LUIS GUILLERMO BETANCUR  VERGARA,aress@aress.com.co,Pendiente
11,52,CARPENTER MARSH FAC COLOMBIA CORREDORES DE REASEGUROS S.A,"Avenida  El  Dorado  No.  69b-45,  Piso  9,  Edificio  Bogotá  Corporate  Center",BOGOTÁ D.C.,8600523309,Representante Legal,ZULMA CRISTINA SUÁREZ OLARTE,Oscar.Pinilla@marsh.com,Pendiente
11,55,REASESORES S.A. CORREDORES DE REASEGUROS,Carrera 14 No. 86A-48   A.A. 57085,BOGOTÁ D.C.,8600691955,Presidente,CAMILO SAMPER GÓMEZ,reacale@coldecon.net.co,Pendiente
11,56,AON RISK SERVICES COLOMBIA S.A. CORREDORES DE SEGUROSSigla: AON COLOMBIA S.A. CORREDORES DE SEGUROS,"Carrera 11 No. 86-35/53 Pisos 1, 4, 8 y 9",BOGOTÁ D.C.,8600692652,Presidente,MAURICIO ACOSTA VALDERRAMA,Jose.luis.plana@aon.com,Pendiente
11,59,VML. S.A. CORREDORES DE SEGUROS,Calle 121 No. 14 A - 23,BOGOTÁ D.C.,8902069071,Presidente,NATHALIA  LOPEZ BERNAL,notificaciones@vmicorredores.com,Pendiente
11,70,CORREDORES DE SEGUROS ASOCIADOS S.A.,Carrera 16 Bis No. 11-137 Pinares de San Martin,PEREIRA,8914107712,Gerente,LUZ ELENA LONDOÑO BERNAL,infocorreseguros@gmail.com,Pendiente
11,71,HOWDEN CORREDORES DE SEGUROS S.A.,"Avenida Carrera 45 No.102-10, Piso 6",BOGOTÁ D.C.,8600230531,Presidente Ejecutivo,MARÍA JULIANA TOBÓN PEÑA,scliente@hyperion.com,www.wacolda.com
11,75,GARCES LLOREDA Y CIA S.A.,Calle 70 Norte No. 3N-45,CALI,8903185322,Gerente,ANA LUCÍA PAZ TENORIO,alpaca@garceslloreda.com,Pendiente
11,80,CORREDORES DE SEGUROS DEL VALLE S.A.,Avenida 3 Norte No. 32N-05,CALI,8903000401,Gerente General,MARIELA FRANCO DE DUQUE,seguros@correvalle.com,Pendiente
11,100,ANPRO CORREDORES DE SEGUROS S.A.,Carrera 48 A No. 16 Sur 86 Piso 12 Ed.Plex Corporativo,MEDELLIN,8000572186,Gerente,GERONIMO BARRENECHE RENAUD,institucionalanpro@anpro.com.co,Pendiente
11,101,SANTIAGO VELEZ & ASOCIADOS CORREDORES DESEGUROS S.A.,Carrera 16A No 78-11 Oficina 202 Edificio Oikos II,BOGOTÁ D.C.,8000636065,Gerente,LUIS FERNANDO VÉLEZ ZULUAGA,geradm@sanvelez.com,Pendiente
11,103,"J A JARAMILLO S.A. CORREDORES DE REASEGUROS, sigla JARAMILLORE, CORREDORES DE REASEGUROS",Carrera 11A No. 93-67  Oficina 203,BOGOTÁ D.C.,8001392931,Presidente,JORGE ALBERTO JARAMILLO SÁNCHEZ,brokers@jaramillore.com,Pendiente
11,104,GUY CARPENTER COLOMBIA CORREDORES DE REASEGUROS LTDA.Igualmente podra usar la expresion GUY CARPENTER COLOMBIA,Avenida Dorado No. 69 B 45 Piso 9,BOGOTÁ D.C.,8001470383,Gerente General,DANIEL MAURICIO PARRA FERRO,Gccolombia@guycarp.com,www.guycarp.com
11,105,"AON REINSURANCE COLOMBIA LIMITADA CORREDORES DE REASEGUROS, pero podrá girar bajo la expresión AON REINSURANCE COLOMBIA LIMITADA.",Carrera 11 No. 86 - 53 Piso 1 Of. 101,BOGOTÁ D.C.,8001498166,Representante Legal,CAMILO ALBERTO RUÍZ CORTÉS,servicio.al.cliente.colombia.rein.sol@ao,Pendiente
11,111,"ITAÚ CORREDOR DE SEGUROS COLOMBIA S.A., podra utilizar el nombre comercial: ITAÚ CORREDOR DE SEGUROS",Carrera 11 No. 82 - 01 Piso 3,BOGOTÁ D.C.,8605266601,Gerente General,ERNESTO SIERRA PIRA,correspondencia@segurcol.com,www.segurcol.com
11,112,ARTHUR J GALLAGHER CORREDORES DE SEGUROS S.A.,Avenida Carrera 19 No. 120- 71 ofc 513,BOGOTÁ D.C.,8001539905,Presidente,MARCEL SAFFON TAVERA,fabian_moreno@ajg.com,www.ajg.com/co
11,125,AVIA CORREDORES DE SEGUROS S.A.,Calle 20 No. 4-55 piso 3,BOGOTÁ D.C.,8600567847,Gerente,RODRIGO  GALVIS LOPEZ,rodrigo.galvis@aviacorredoresdeseguros.c,Pendiente
11,128,LOCKTON SEKURITAS S A CORREDORES DE SEGUROS,Carrera  11 No. 86-60 Oficina 403,BOGOTÁ D.C.,8600278289,Presidente,PABLO STIEFKEN HOLLMANN,sekuritas@sekuritas.com.co,Pendiente
11,129,COLAMSEG CORREDORES DE SEGUROS S.A.,Carrera 11 No. 73-44 Oficina 808,BOGOTÁ D.C.,8600487836,Gerente,MARTHA LILIANA MORALES RIVEROS,colamseg@colamseg.com,Pendiente
11,134,ARTHUR J. GALLAGHER RE COLOMBIA LTDA. CORREDORES DE REASEGUROS,Avenida Carrera 19 No. 120 - 71 oficina 512,BOGOTÁ D.C.,8300103854,Presidente,ADOLFO URDANETA GUTIERREZ,fabian_moreno@ajg.com,Pendiente
11,136,"CORRECOL, CORREDORES COLOMBIANOS DE SEGUROS, CORREDORES DE SEGUROS S.A. Sigla: CORRECOL",Calle 93A No. 11-36 Piso 4,BOGOTÁ D.C.,8300180041,Presidente Ejecutivo,ENRIQUE ACEVEDO SCHWABE,sistemas@correcol.com,www.correcol.com
11,145,UIB Colombia S.A. Corredores de Reaseguros,Carrera 7 No. 71-21 Torre B. Oficina 601,BOGOTÁ D.C.,8300434926,Representante Legal,CARLOS ANDRES GUTIERREZ NOSSA,lambert.Fenchurch@lambertf.com.co,www.lambertf.com.co
11,149,JARGU S.A. CORREDORES DE SEGUROS,Carrera 19 B No. 83-02 oficina 602,BOGOTÁ D.C.,8000181658,Gerente,JUAN CARLOS ÁLVAREZ JARAMILLO,jargu@jargu.com,Pendiente
11,151,WILLIS TOWERS WATSON COLOMBIA CORREDORES DE REASEGUROS S.A.,"Avenida 19 No. 95-20 Piso 24, Edificio Torre Sigma",BOGOTÁ D.C.,8301311531,Presidente,JORGE ALBERTO AVILA VENEGAS,Jorge.avila@wtwco.com,Pendiente
11,153,HOWDEN RE CORREDORES DE REASEGUROS S.A.,"Avenida Carrera 45 No.102-10, Piso 6",BOGOTÁ D.C.,9001658689,Presidente,JOSÉ MIGUEL JIMÉNEZ ORTEGÓN,laura.calvo@howdengroup.com,Pendiente
11,155,COOMEVA CORREDORES DE SEGUROS S.A.,Calle 13 No. 57 - 08,CALI,9003671641,Gerente,EDWIN JAVIER DIAZ RANGEL,esteban_madero@coomeva.com.co,Pendiente
11,156,GONSEGUROS CORREDORES DE SEGUROS S.A.,Calle 13 No. 101 - 71,CALI,8050038017,Gerente,CLAUDIA LILIANA GONGORA RODRÍGUEZ,clgongora@gonseguros.com.co,Pendiente
11,158,BRS INTERNATIONAL LATAM CORREDORES DE REASEGUROS LTDA,Carrera 9 No. 77-67 Of.1001,BOGOTÁ D.C.,9008903694,Presidente,Dario Rodolfo Pacanchique Moreno,pacanchique@brsint.com,Pendiente
11,159,PACIFIC RE CORREDORES DE REASEGUROS S.A. pero también podrá actuar con las siglas PACIFIC RE,Calle 99 # 11B - 66 piso 4 oficina 403 edificio Workzone,BOGOTÁ D.C.,9013800663,Presidente,YOLY AMELIA RENGIFO PEDRIQUE,yoly.rengifo@pacificre.com.co,Pendiente
11,160,ATLANTIC LATAM CORREDORES DE REASEGUROS S.A. pero también podrá actuar con la sigla ATLANTIC LATAM,Calle 76 No 10-28,BOGOTÁ D.C.,9013827867,Representante Legal,LUIS ALEJANDRO FUENTES VARGAS,info@atlanticrebrokers.com,Pendiente
11,161,COGENT ANDINA CORREDORES DE REASEGUROS LTDA,Carrera 11 No. 73-44 Oficina 201,BOGOTÁ D.C.,9015364288,Presidente,JUAN CARLOS PRIETO VÁSQUEZ,info@cogentinternational.co,Pendiente
11,162,"UIB CORREDORES DE SEGUROS S.A., pero podrá utilizar  la sigla UIB CORREDORES DE SEGUROS",Cra 7 # 71-21 Torre B - Oficina 601,BOGOTÁ D.C.,9011374509,Pendiente,Pendiente Pendiente,uib.seguros@uiblatam.com,Pendiente
13,1,ALLIANZ SEGUROS S.A.,Carrera 13A No. 29-24/26 Piso 19,BOGOTÁ D.C.,8600261825,Presidente,MIGUEL ANGEL CÓRDOBA LÓPEZ,Pendiente,www.allianz.co
13,5,CHUBB SEGUROS COLOMBIA S.A.,Carrera 7 No. 71-21 Torre B Piso 7 Edificio Bolsa de Valores,BOGOTÁ D.C.,8600265186,Presidente,FABIO CABRAL DA SILVA,notificacioneslegales.co@chubb.com,Pendiente
13,6,AXA COLPATRIA SEGUROS S.A. en adelante la Sociedad,Carrera 7 No. 24-89 Pisos 4 y 7 (Torre Colpatria),BOGOTÁ D.C.,8600021846,Presidente,ALEXANDRA QUIROGA VELASQUEZ,notificacionesjudiciales@axacolpatria.co,www.colpatria.com
13,7,"NACIONAL DE SEGUROS S.A. COMPAÑÍA DE SEGUROS GENERALES, y podrá utilizar válidamente las siglas NACIONAL DE SEGUROS o NS",Calle 94 No. 11-30 Piso 4,BOGOTÁ D.C.,8600025279,Presidente Ejecutivo,Carlos Arturo Velez Mejia,informacion@nacionaldeseguros.com.co,www.nacionaldeseguros.com.co
13,8,"COMPAÑÍA ASEGURADORA DE FIANZAS S.A. CONFIANZA, pudiendo utilizar la sigla SEGUROS CONFIANZA S.A.",Calle 82 No. 11-37 Piso 7,BOGOTÁ D.C.,8600703749,Presidente,CARLOS EDUARDO LUNA CRUDO,centrodecontacto@confianza.com.co,Pendiente
13,17,COMPAÑÍA MUNDIAL DE SEGUROS S.A. sigla comercial SEGUROS MUNDIAL,Calle 33 No. 6B-24 Pisos 2 y 3,BOGOTÁ D.C.,8600370136,Presidente,JUAN ENRIQUE BUSTAMANTE MOLINA,presidencia@segurosmundial.com.co,www.mundialseguros.com.co
13,18,SEGUROS GENERALES SURAMERICANA S.A. pudiendo emplear la sigla Seguros Generales SURA,Carrera 64B No. 49A-30,MEDELLIN,8909034079,Presidente,JUAN DAVID ESCOBAR FRANCO,solicitudes@suramericana.com.co,www.suramericana.com
13,22,"SBS SEGUROS COLOMBIA S.A., pero podrá usar las siglas SBS SEGUROS o SBS COLOMBIA o SBSEGUROS",Avenida Carrera 9 No. 101 - 67,BOGOTÁ D.C.,8600377079,Presidente,MARTA LUCIA PAVA VÉLEZ,notificaciones.sbseguros@sbseguros.co,notificaciones.sbsegurossbseguros.co
13,24,"La Previsora S.A. Compañía de Seguros, y podrá usar la sigla LA PREVISORA S.A.",Calle 57 No. 9-07,BOGOTÁ D.C.,8600024002,Presidente,RAMON GUILLERMO ANGARITA LAMK,notificacionesactosadministrativos@previ,Pendiente
13,25,SEGUROS ALFA S.A.,Avenida Calle 26 No. 59 - 15 local 6 y 7,BOGOTÁ D.C.,8600319798,Presidente,SANDRA PATRICIA SOLORZANO DAZA,servicioalcliente@segurosalfa.com.co,Pendiente
13,26,MAPFRE SEGUROS GENERALES DE COLOMBIA S.A.Sigla: MAPFRE SEGUROS,Avenida Carrera 70 No. 99-72 CISMAP,BOGOTÁ D.C.,8917000379,Presidente Ejecutivo,RAFAEL PRADO GONZÁLEZ,njudiciales@mapfre.com.com.,www.mapfre.com.co
13,27,SEGUROS COMERCIALES BOLIVAR S.A.,Avenida El dorado No. 68 B 31 Piso 10,BOGOTÁ D.C.,8600021807,Presidente,ÁLVARO ALBERTO CARRILLO BUITRAGO,companiadesegurosbolivar@com.co,www.segurosbolivar.com
13,30,"SEGUREXPO DE COLOMBIA S.A. ASEGURADORA DE CRÉDITO Y DEL COMERCIO EXTERIOR, pudiendo identificarse también con la denominación simple de SEGUREXPO",Calle 72 No. 6-44 Piso  12,BOGOTÁ D.C.,8600091959,Gerente General,JUAN CARLOS RONDÓN AVENDAÑO,segurexpo@cesce.co,www.segurexpo.com
5,31,FIDUCIARIA BANCOLOMBIA S.A. SOCIEDAD FIDUCIARIA FIDUCIARIA BANCOLOMBIA,Carrera 48 No. 26 -85 Av. Los Industriales Torre Sur Piso 6E,MEDELLIN,8001502800,Representante Legal Principal,CARLOS ALBERTO RESTREPO JARAMILLO,notificacijudicial@bancolombia.com.co,Pendiente
13,41,"BBVA SEGUROS COLOMBIA S.A., pudiendo utilizar indistintamente, para todos los efectos legales, el nombre BBVA SEGUROS.",Carrera 7 No. 71-52 Torre A Piso 12,BOGOTÁ D.C.,8002260984,Presidente,MARCO ALEJANDRO ARENAS PRADA,bbvapres@impsat.net.co,www.bbva.com.co
128,2,"PAGOS GDE S.A. (en adelante la Sociedad), pudiendo utilizar en todos sus negocios, actos y contratos la sigla PGDE",Carrera 26 No. 61D - 30 El Campin,BOGOTÁ D.C.,9010774113,Gerente,LUISA FERNANDA CÁRDENAS SÁNCHEZ,sedpe@powwi.co,Pendiente
13,45,JMALUCELLITRAVELERS SEGUROS S.A. (en adelante la COMPAÑÍA ASEGURADORA o la Sociedad) pudiendo utilizar la sigla JMALUCELLITRAVELERS,Calle 98 No. 21 - 50 oficina 901,BOGOTÁ D.C.,9004881513,Presidente Ejecutivo,JOSÉ MIGUEL OTOYA GRUESO,jmtrv@jmtrv.com.co,Pendiente
13,46,COFACE COLOMBIA SEGUROS DE CRÉDITO S.A. (en adelante la COMPAÑÍA ASEGURADORA),"Carrera 11 No. 90-55, Piso 5",BOGOTÁ D.C.,9006796349,Presidente,HATTIEANN ELISKKA GIRALDO DAVILA,recepcion.colombia@coface.com,Pendiente
13,47,"BERKLEY INTERNATIONAL SEGUROS COLOMBIA S.A., pudiendo utilizar la sigla BERKLEY COLOMBIA, BERKLEY COLOMBIA SEGUROS y BERKLEY",Calle 75 No. 5-88 Piso 3,BOGOTÁ D.C.,9008149161,Presidente,MARÍA YOLANDA ARDILA GUARÍN,notificacionesjudiciales@berkley.com.co,Pendiente
13,50,"COLMENA SEGUROS GENERALES S.A., pero también podrá actuar bajo las denominaciones COLMENA SEGUROS GENERALES COLMENA SEGUROS PATRIMONIALES, COLMENA GENERALES, COLMENA PATRIMONIALES, SEGUROS GENERALES COLMENA","Calle 72 No. 10-71 Piso 4,5 y 6",BOGOTÁ D.C.,9015219126,Presidente,Andrés David Mendoza Ochoa,notificaciones@colmenaseguros.com,Pendiente
13,51,EVEREST COMPAÑÍA DE SEGUROS GENERALES COLOMBIA S.A. (la Sociedad)  y trambién podrá ser denominada bajo la sigla EVEREST SEGUROS COLOMBIA,"Carrera 7 No. 71-52, Torre B-Oficina 1001",BOGOTÁ D.C.,9018397513,Presidente,MAURICIO OCAMPO GÓMEZ,officecol@everestglobal.com,Pendiente
14,1,ALLIANZ SEGUROS DE VIDA S.A.,Carrera 13A No. 29-24/26 Piso 19,BOGOTÁ D.C.,8600274041,Presidente,MIGUEL ANGEL CÓRDOBA LÓPEZ,Pendiente,www.allianz.co
507,20,PANTHEON VENTURES (US) LP,"Calle 84 A No. 10-33, Oficina 701, Edificio Torre La Cabrera",BOGOTÁ D.C.,900689650,Representante para Colombia,ANA MARÍA ZARRUK SERRANO,jaime.londono@pantheon.com,Pendiente
14,4,AXA COLPATRIA SEGUROS DE VIDA S.A. en adelante la Sociedad,Carrera 7 No. 24-89 Pisos 4 y 7 (Torre Colpatria),BOGOTÁ D.C.,8600021839,Presidente,ALEXANDRA QUIROGA VELASQUEZ,notificacionesjudiciales@axacolpatria.co,www.colpatria.com
14,7,COMPAÑÍA DE SEGUROS BOLIVAR S.A. también podrá girar bajo la denominación SEGUROS BOLÍVAR S.A..,Avenida El Dorado No. 68B - 31 Piso 10,BOGOTÁ D.C.,8600025032,Presidente,ÁLVARO ALBERTO CARRILLO BUITRAGO,www.companiadesegurosbolivar@com.co,www.segurosbolivar.com
14,8,COMPAÑIA DE SEGUROS DE VIDA AURORA S.A.,Carrera 7 No. 74 - 21 pisos 1 y 3,BOGOTÁ D.C.,8600221375,Presidente,ÁLVARO HERNÁN VÉLEZ MILLÁN,notificacionjudicial@segurosauroa.com,Pendiente
14,9,"SKANDIA COMPAÑÍA DE  SEGUROS DE VIDA S.A., pudiendo en el desarrollo de su objeto social utilizar la sigla SKANDIA SEGUROS DE VIDA S.A.",Avenida 19 No.109a -30,BOGOTÁ D.C.,8600025041,Presidente,SANTIAGO GARCÍA MARTÍNEZ,notificacionestramites@skandia.co,www.skandia.com.co
14,11,SEGUROS DE VIDA SURAMERICANA S.A. pudiendo  emplear la sigla Seguros de Vida SURA,Carrera 64B No. 49A-30,MEDELLIN,8909037905,Presidente,JUAN DAVID ESCOBAR FRANCO,solicitudes@suramericana.com.co,www.suramericana.com.co
14,13,"METLIFE COLOMBIA SEGUROS DE VIDA S.A., pero también podrá actuar con las siglas METLIFE COLOMBIA S.A.",Carrera 7 No. 99 - 54 Piso 5,BOGOTÁ D.C.,8600023985,Presidente,CARLOS EZEQUIEL MITNIK GALANT,secretaria.general@metlife.com.co,Pendiente
14,16,PAN AMERICAN LIFE DE COLOMBIA COMPAÑÍA DE SEGUROS S.A.,Calle 116 No. 23 - 06/28 Piso 7 Edificio Business Center Calle 116,BOGOTÁ D.C.,8600382991,Representante Legal,DIANA ALEJANDRA VARGAS TORRES,mlemus@panamericanlife.com,Pendiente
14,17,SEGUROS DE VIDA ALFA S.A. -VIDALFA S.A.-,Avenida Calle 26 No. 59 -15 local 6 y 7,BOGOTÁ D.C.,8605036173,Presidente,SANDRA PATRICIA SOLORZANO DAZA,servicioalcliente@segurosalfa.com.co,Pendiente
14,20,GLOBAL SEGUROS DE VIDA S.A. la cual podrá identificarse igualmente con la sigla GLOBAL SEGUROS,Carrera 9 No 74-62,BOGOTÁ D.C.,8600021821,Presidente,LUIS FELIPE DAZA FERREIRA,Pendiente,Pendiente
14,23,POSITIVA COMPAÑÍA DE SEGUROS S.A.,Avenida Carrera 45 (autopista norte) No. 94-72,BOGOTÁ D.C.,8600111536,Presidente,JOSÉ LUIS CORREA LÓPEZ,Notificaciones.secretariageneral@positiv,Pendiente
14,25,"COLMENA SEGUROS RIESGOS LABORALES S.A., pudiendo actuar bajo las denominaciones de  RIESGOS LABORALES COLMENA S.A. COMPAÑÍA DE SEGUROS DE VIDA y bajo las siguientes siglas RIESGOS LABORALES COLMENA o ARL COLMENA o COLMENA RIESGOS LABORALES o COLMENA ARL","Calle 26 No. 69C03 Piso 4 Correspondencia  /Calle 72 No. 10 - 71 P. 4,5 y 6",BOGOTÁ D.C.,8002261753,Presidente,Andrés David Mendoza Ochoa,Pendiente,www.colmena-arl.com
129,2,TERRENTA S.A. SOCIEDAD DE FINANCIACION COLABORATIVA,Pendiente,BOGOTÁ D.C.,0,Pendiente,Pendiente Pendiente,Pendiente,Pendiente
14,29,LA EQUIDAD SEGUROS DE VIDA ORGANISMO COOPERATIVO la cual podrá identificarse también con la denominación alternativa LA EQUIDAD SEGUROS DE VIDA,Carrera 9A No. 99-07 Piso 13 Edificio 100 Street Torre Equidad,BOGOTÁ D.C.,8300086861,Presidente Ejecutivo,NÉSTOR RAÚL HERNÁNDEZ OSPINA,Presidencia@laequidadseguros.coop,Pendiente
14,30,MAPFRE COLOMBIA VIDA SEGUROS S.A.,Carrera 14 No. 96 - 34,BOGOTÁ D.C.,8300549046,Presidente Ejecutivo,RAFAEL PRADO GONZÁLEZ,vidacol@mapfre.com.co,www.mapfrevida.com.co
14,31,BMI COLOMBIA COMPAÑÍA DE SEGUROS DE VIDA S.A. (en adelante la BMI COLOMBIA) y podrá utilizar la sigla de BMI COLOMBIA S.A.,Carrera 11 No. 84-09Oficina 903,BOGOTÁ D.C.,9010613867,Presidente,CARLOS ALBERTO SÁNCHEZ RODRÍGUEZ,notificaciones@bmicos.com,Pendiente
11,123,B.F.R. S.A. SOCIEDAD CORREDORA DE SEGUROS,Carrera 9 No. 71-38 Oficina 604,BOGOTÁ D.C.,8002250410,Gerente General,CESARE GIOVANNI ROSSI BUENAVENTURA,gerencia@bfrsa.com,Pendiente
5,20,AVAL FIDUCIARIA S.A. pudiendo utilizar la sigla FIDUAVAL,Carrera 13 No. 26 - 45 Piso 14 Edificio Internacional,BOGOTÁ D.C.,8001408878,Gerente General,OSCAR JAVIER CANTOR HOLGUIN,direccion.impuestos@fiduciariacorficolom,Pendiente
14,26,"BBVA SEGUROS DE VIDA COLOMBIA S.A., pudiendo utilizar indistintamente, para todos los efectos legales, el nombre BBVA SEGUROS DE VIDA",Carrera 7 No. 71-52 Torre A Piso 12,BOGOTÁ D.C.,8002408820,Presidente,MARCO ALEJANDRO ARENAS PRADA,bbvapres@impsat.net.co,www.bbvaseguros.com
13,33,HDI SEGUROS COLOMBIA S.A.,"Calle 72 No. 10-07 y Calle 71 No. 10-08 Pisos 1,6,7 y 8",BOGOTÁ D.C.,8600399880,Presidente,CESAR ALBERTO RODRÍGUEZ SEPULVEDA,atencionalcliente@libertyseguros.co,Pendiente
14,32,"COLMENA SEGUROS DE VIDA S.A., pero también podrá actuar bajo las siguientes denominaciones COLMENA SEGUROS, SEGUROS COLMENA,COLMENA SEGUROS DE VIDA, COLMENA VIDA, SEGUROS DE VIDA COLMENA. La sociedad podrá utilizar la expresión COLMENA como parte de su denominación y/o de sus siglas mientras la compañía haga parte del grupo empresarial liderado por la Fundación Grupo Social.",Calle 72 No. 10-71 Piso 6,BOGOTÁ D.C.,9015287311,Presidente,Andrés David Mendoza Ochoa,notificaciones@colmenaseguros.com,Pendiente
14,34,ASULADO SEGUROS DE VIDA S.A.,"Carrera 43 A No. 3-101, piso 6",MEDELLIN,9016606696,Presidente,PATRICIA RESTREPO GUTIÉRREZ,notificacionesjudiciales@asulado.com.co,Pendiente
14,35,EKG COMPAÑÍA DE SEGUROS DE VIDA S.A. La sociedad utilizará la siglaEKG  ASEGURADORA,Calle 96 No. 13 A 03,BOGOTÁ D.C.,9017160478,Presidente,PEDRO FABIAN FORERO BERNAL,info@ekgseguros.com,Pendiente
15,1,"LA EQUIDAD SEGUROS GENERALES ORGANISMO COOPERATIVO, la cual podrá identificarse también con la denominación alternativa LA EQUIDAD GENERALES",Carrera 9A No. 99-07 Piso 13 Edificio 100 Street Torre Equidad,BOGOTÁ D.C.,8600284155,Presidente Ejecutivo,NÉSTOR RAÚL HERNÁNDEZ OSPINA,Presidencia@laequidadseguros.coop,Pendiente
15,2,ASEGURADORA SOLIDARIA DE COLOMBIA ENTIDAD COOPERATIVA,Calle 100 No. 9 A 45 piso 8 y 12,BOGOTÁ D.C.,8605246546,Presidente Ejecutivo,FRANCISCO ANDRÉS ROJAS AGUIRRE,"notificaciones@solidaria.com.co,",www.solidaria.com.co
20,13,"BANCO DE BOGOTÁ (PANAMÁ), S.A.",Calle 36 No. 7-47  Piso 14,BOGOTÁ D.C.,8605192883,Representante para Colombia,LUISA FERNANDA ARIZA PINZÓN,friano@bancodebogota.com.co,Pendiente
20,26,"MERCANTIL C.A., BANCO UNIVERSAL",Calle 127 No. 70 G-78 Oficina 4000,BOGOTÁ D.C.,8605094443,Representante para Colombia,Miguel Angel Ferro Velasquez,consultores48@gmail.com,Pendiente
20,39,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK y además adoptar otros dos nombres comerciales CREDIT AGRICOLE CIB y CACIB,Carrera 9 No. 115-06,BOGOTÁ D.C.,9011589065,Representante para Colombia,JUAN CARLOS ALVAREZ BARRIOS,juancarlos.alvarez@ca-cib.com,Pendiente
20,41,BNP Paribas,Carrera 7 No. 77-07 Piso 11 Edificio Torre Siete 77,BOGOTÁ D.C.,8600801358,Representante para Colombia,CARLOS ANDRÉS COBO QUINTERO,Pendiente,www.bnpparibas.com
20,45,BARCLAYS BANK PLC,Carrera  7 No. 71-52  Piso 9  Torre B,BOGOTÁ D.C.,8605060311,Representante para Colombia,LUZ HELENA ADARVE GÓMEZ,luz.adarve@dentons.com,Pendiente
20,52,COMMERZBANK A.G.,Calle 72 No. 7 - 82 Piso 9,BOGOTÁ D.C.,9002958962,Representante para Colombia,HORACIO RAFAEL VIVAS ARGUELLO,horacio.vivas@commerzbank.com,Pendiente
20,66,DEUTSCHE BANK A.G.,Calle 67 No. 7 -35 oficina 1204,BOGOTÁ D.C.,8600444897,Representante Legal para Colombia,CARLOS JOSÉ LLOREDA ORTÍZ,patricia.silva@db.com,www.db.com
20,81,THE BANK OF NEW YORK MELLON,Carrera 11 No. 79-35 Piso 9,BOGOTÁ D.C.,0,Representante Legal Principal para Colombia,GUIDO FONTAN,Michael.kalavritinos@bnymellon.com seba,Pendiente
20,101,"WELLS FARGO BANK, NATIONAL ASSOCIATION",Carrera 11 No. 79-35 Piso 9,BOGOTÁ D.C.,8600685907,Representante para Colombia,THOMAS EDUARDO TUFFY JOAO,thomas.tuffy@wellsfargo.com,Pendiente
